k Linear Matter Galaxy Monopole Quadrupole Hexadecapole
6.945177773823689e-05 1245.3456689604416 388.300159976672 -519.6662632479693 -343.53330151965713 368.19693641734426 24.106651273049973
7.107279696773412e-05 1273.5145996755211 397.0832687415119 -579.9778968569339 -399.88411932221237 376.5132624093859 24.65113543908811
7.273165113001454e-05 1302.3199397407475 406.06480880352757 -617.7397355356693 -433.6564796484637 384.9842988331262 25.205748464002852
7.442922330043758e-05 1331.7760075318977 415.2492447237918 -635.5898620144808 -447.4762849109587 393.6198018608242 25.771129066557506
7.616641716552892e-05 1361.897440498541 424.64114062831703 -636.5307855218695 -444.3329426973799 402.4301026404792 26.347953673800383
7.794415750404951e-05 1392.6992029114178 434.245162567878 -623.5672717561565 -427.2182493340679 411.42553241911656 26.936898740357638
7.97633906792928e-05 1424.196593081259 444.0660807701619 -599.7053486086609 -399.12539861923034 420.6164225663177 27.538640714684423
8.162508514287237e-05 1456.405250734718 454.10877194095997 -567.9515089051825 -363.0481875745341 430.0131045330072 28.153856012258643
8.35302319502677e-05 1489.341164550824 464.37822161545995 -531.3121103941639 -321.9804193909082 439.6259099599936 28.783221028553253
8.547984528840405e-05 1523.020679861343 474.87952656074333 -492.79297306306347 -278.9155040650628 449.46517038256997 29.427412278820007
