7.892438086096933e-02  9.997685477600452e+02  7.912361250111808e+03 
8.160359862020065e-02  1.095353915215837e+03  -4.513521389075727e+02 
8.436371399372736e-02  1.189989624659632e+03  -9.431605481417013e+03 
8.720887549942989e-02  1.274003151941799e+03  -1.821875216435750e+04 
9.014321319902632e-02  1.338063879529343e+03  -2.585812786977756e+04 
9.317084851648670e-02  1.374162892275068e+03  -3.133515005097096e+04 
9.629590188328351e-02  1.376651393747919e+03  -3.369943549802342e+04 
9.952249901126420e-02  1.343209748317073e+03  -3.222223660038818e+04 
1.028547765091854e-01  1.275583345958617e+03  -2.657168546795384e+04 
1.062968875049772e-01  1.179902041596228e+03  -1.697868924256252e+04 
1.098530079020037e-01  1.066409552569006e+03  -4.354889887998220e+03 
1.135273438765239e-01  9.484803089471548e+02  9.683680003947546e+03 
1.173241412101429e-01  8.409020641475258e+02  2.293307397197599e+04 
1.212476970421269e-01  7.575519620069575e+02  3.288983891901651e+04 
1.253023746205307e-01  7.087757119141071e+02  3.721154493832360e+04 
1.294926216282180e-01  6.989590832306343e+02  3.429987109464430e+04 
1.338229926615947e-01  7.249042734856297e+02  2.389474664954325e+04 
1.382981764492423e-01  7.756254876787099e+02  7.508711129258455e+03 
1.429230284191281e-01  8.339983212667133e+02  -1.150088732625227e+04 
1.477026092626401e-01  8.803079531440216e+02  -2.840033371886460e+04 
1.526422302088747e-01  8.971759430570153e+02  -3.815147995209055e+04 
1.577475058225921e-01  8.747259436930126e+02  -3.697314870779217e+04 
1.630244152852302e-01  8.143852244187394e+02  -2.393448826979723e+04 
1.684793733240289e-01  7.296720027047274e+02  -2.211908060449708e+03 
1.741193122366574e-01  6.429084331406899e+02  2.162409281166197e+04 
1.799517768394338e-01  5.780734168567022e+02  3.724194118952838e+04 
1.859850346745668e-01  5.517105335333274e+02  4.206927802483786e+04 
1.922282044837050e-01  5.653149118112088e+02  1.478004295395069e+04 
2.000000000000000e-01  6.111093185041080e+02  2.330682230669438e+04 
# Sigma2(z) = 6.57664167e+01 (quad), 6.57718776e+01 (spline) 
# dSigma2(z) = 2.05345148e+01 (quad), 2.05365704e+01 (spline) 
#sigma_v0 = 1.225943e+02
#sigma_v2 = 7.666534e+01
#sigma_2_IR = 6.576642e+01
#del_sigma_2_IR = 2.053451e+01
#FFTLog init(): 1.68742 sec.
#137 Loop_integrals(): 0.703398 sec.
